command_list,tool,mitre_stage,intent,category
"nmap --top-ports 100 45.67.23.12	 nmap -sU -p 53 45.67.23.12	 nmap -p 1-65535 10.10.10.10	 nmap -sT 10.10.10.10	 nmap -sS 192.168.56.1",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -PR 45.67.23.12	 nmap -PE 45.67.23.12	 nmap --min-rate 500 -sn 45.67.23.12	 nmap -T4 -sn 192.168.1.0/24	 nmap --disable-arp-ping -sn 192.168.1.0/24	 nmap -sn 45.67.23.12",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -sT 45.67.23.12	 nmap --top-ports 100 45.67.23.12	 nmap -sU -p 53 23.192.13.14	 nmap -sS 10.0.0.0/24	 nmap -p 1-65535 23.192.13.14",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -sU -p 53 45.67.23.12	 nmap --top-ports 100 10.10.10.10	 nmap -sT 172.16.0.0/16	 nmap -p 1-65535 172.16.0.0/16	 nmap -sS 192.168.1.0/24",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap --top-ports 100 172.16.0.0/16	 nmap -sS 23.192.13.14	 nmap -sT 192.168.1.0/24	 nmap -sU -p 53 45.67.23.12	 nmap -p 1-65535 23.192.13.14",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap --min-rate 500 -sn 23.192.13.14	 nmap --disable-arp-ping -sn 45.67.23.12	 nmap -PE 45.67.23.12	 nmap -PR 23.192.13.14	 nmap -sn 192.168.56.1	 nmap -T4 -sn 192.168.56.1",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -p 1-65535 45.67.23.12	 nmap -sU -p 53 10.0.0.0/24	 nmap --top-ports 100 10.0.0.0/24	 nmap -sS 192.168.1.0/24	 nmap -sT 192.168.1.0/24",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap --min-rate 500 -sn 23.192.13.14	 nmap -PE 10.0.0.0/24	 nmap -PR 192.168.1.0/24	 nmap --disable-arp-ping -sn 192.168.1.0/24	 nmap -T4 -sn 192.168.56.1	 nmap -sn 45.67.23.12",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap --disable-arp-ping -sn 45.67.23.12	 nmap -PE 45.67.23.12	 nmap -PR 10.10.10.10	 nmap -T4 -sn 10.0.0.0/24	 nmap --min-rate 500 -sn 192.168.56.1	 nmap -sn 192.168.56.1",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap --top-ports 100 192.168.56.1	 nmap -sS 192.168.1.0/24	 nmap -sU -p 53 192.168.56.1	 nmap -sT 192.168.1.0/24	 nmap -p 1-65535 23.192.13.14",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -sT 23.192.13.14	 nmap -p 1-65535 172.16.0.0/16	 nmap -sS 10.10.10.10	 nmap --top-ports 100 10.0.0.0/24	 nmap -sU -p 53 192.168.1.0/24",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap --top-ports 100 10.10.10.10	 nmap -sS 23.192.13.14	 nmap -sT 192.168.56.1	 nmap -p 1-65535 45.67.23.12	 nmap -sU -p 53 10.10.10.10",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap --min-rate 500 -sn 10.10.10.10	 nmap -sn 23.192.13.14	 nmap -PE 172.16.0.0/16	 nmap -T4 -sn 172.16.0.0/16	 nmap -PR 10.10.10.10	 nmap --disable-arp-ping -sn 192.168.56.1",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap --min-rate 500 -sn 10.0.0.0/24	 nmap -PE 10.0.0.0/24	 nmap --disable-arp-ping -sn 10.10.10.10	 nmap -sn 192.168.1.0/24	 nmap -PR 23.192.13.14	 nmap -T4 -sn 23.192.13.14",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap --top-ports 100 23.192.13.14	 nmap -sU -p 53 192.168.56.1	 nmap -p 1-65535 192.168.1.0/24	 nmap -sT 172.16.0.0/16	 nmap -sS 172.16.0.0/16",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -p 1-65535 45.67.23.12	 nmap --top-ports 100 192.168.56.1	 nmap -sS 45.67.23.12	 nmap -sT 172.16.0.0/16	 nmap -sU -p 53 10.0.0.0/24",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap --disable-arp-ping -sn 10.10.10.10	 nmap -sn 172.16.0.0/16	 nmap --min-rate 500 -sn 10.0.0.0/24	 nmap -T4 -sn 10.0.0.0/24	 nmap -PE 192.168.56.1	 nmap -PR 45.67.23.12",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -PE 45.67.23.12	 nmap --min-rate 500 -sn 192.168.1.0/24	 nmap -PR 23.192.13.14	 nmap --disable-arp-ping -sn 172.16.0.0/16	 nmap -T4 -sn 192.168.1.0/24	 nmap -sn 45.67.23.12",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -PE 192.168.56.1	 nmap --min-rate 500 -sn 45.67.23.12	 nmap -sn 192.168.1.0/24	 nmap --disable-arp-ping -sn 192.168.56.1	 nmap -PR 172.16.0.0/16	 nmap -T4 -sn 45.67.23.12",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap --top-ports 100 10.0.0.0/24	 nmap -p 1-65535 45.67.23.12	 nmap -sU -p 53 10.10.10.10	 nmap -sT 172.16.0.0/16	 nmap -sS 45.67.23.12",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -sT 10.10.10.10	 nmap -p 1-65535 10.0.0.0/24	 nmap --top-ports 100 192.168.56.1	 nmap -sS 192.168.1.0/24	 nmap -sU -p 53 192.168.56.1",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap --min-rate 500 -sn 192.168.1.0/24	 nmap -T4 -sn 45.67.23.12	 nmap -sn 192.168.1.0/24	 nmap -PE 45.67.23.12	 nmap --disable-arp-ping -sn 23.192.13.14	 nmap -PR 45.67.23.12",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -p 1-65535 172.16.0.0/16	 nmap --top-ports 100 192.168.1.0/24	 nmap -sS 23.192.13.14	 nmap -sT 192.168.56.1	 nmap -sU -p 53 10.0.0.0/24",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -PR 23.192.13.14	 nmap -sn 10.0.0.0/24	 nmap --min-rate 500 -sn 172.16.0.0/16	 nmap -PE 192.168.56.1	 nmap -T4 -sn 10.10.10.10	 nmap --disable-arp-ping -sn 192.168.56.1",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap --disable-arp-ping -sn 192.168.1.0/24	 nmap -T4 -sn 10.0.0.0/24	 nmap --min-rate 500 -sn 10.10.10.10	 nmap -PE 45.67.23.12	 nmap -sn 45.67.23.12	 nmap -PR 192.168.56.1",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -sT 10.0.0.0/24	 nmap -sS 23.192.13.14	 nmap -sU -p 53 10.0.0.0/24	 nmap --top-ports 100 45.67.23.12	 nmap -p 1-65535 10.0.0.0/24",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -p 1-65535 192.168.56.1	 nmap -sS 172.16.0.0/16	 nmap -sU -p 53 172.16.0.0/16	 nmap -sT 172.16.0.0/16	 nmap --top-ports 100 10.0.0.0/24",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -p 1-65535 192.168.1.0/24	 nmap -sT 45.67.23.12	 nmap --top-ports 100 45.67.23.12	 nmap -sU -p 53 10.0.0.0/24	 nmap -sS 45.67.23.12",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -sn 172.16.0.0/16	 nmap -T4 -sn 172.16.0.0/16	 nmap -PE 172.16.0.0/16	 nmap --min-rate 500 -sn 10.0.0.0/24	 nmap --disable-arp-ping -sn 45.67.23.12	 nmap -PR 45.67.23.12",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -sS 192.168.56.1	 nmap -sU -p 53 10.0.0.0/24	 nmap --top-ports 100 23.192.13.14	 nmap -sT 45.67.23.12	 nmap -p 1-65535 10.0.0.0/24",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -sT 45.67.23.12	 nmap -sU -p 53 10.0.0.0/24	 nmap -p 1-65535 192.168.56.1	 nmap --top-ports 100 23.192.13.14	 nmap -sS 192.168.1.0/24",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -sn 192.168.56.1	 nmap -PR 192.168.1.0/24	 nmap --disable-arp-ping -sn 172.16.0.0/16	 nmap -T4 -sn 45.67.23.12	 nmap -PE 10.10.10.10	 nmap --min-rate 500 -sn 172.16.0.0/16",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -T4 -sn 192.168.56.1	 nmap --disable-arp-ping -sn 45.67.23.12	 nmap -PR 45.67.23.12	 nmap --min-rate 500 -sn 45.67.23.12	 nmap -PE 10.0.0.0/24	 nmap -sn 172.16.0.0/16",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap --top-ports 100 192.168.56.1	 nmap -p 1-65535 10.0.0.0/24	 nmap -sU -p 53 45.67.23.12	 nmap -sS 10.10.10.10	 nmap -sT 10.10.10.10",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -sn 10.10.10.10	 nmap --disable-arp-ping -sn 45.67.23.12	 nmap -PE 192.168.1.0/24	 nmap -T4 -sn 192.168.1.0/24	 nmap --min-rate 500 -sn 45.67.23.12	 nmap -PR 172.16.0.0/16",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap --top-ports 100 45.67.23.12	 nmap -sU -p 53 10.10.10.10	 nmap -p 1-65535 45.67.23.12	 nmap -sT 192.168.1.0/24	 nmap -sS 172.16.0.0/16",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -PE 45.67.23.12	 nmap -PR 45.67.23.12	 nmap --min-rate 500 -sn 192.168.1.0/24	 nmap -T4 -sn 192.168.56.1	 nmap -sn 192.168.56.1	 nmap --disable-arp-ping -sn 192.168.1.0/24",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -sU -p 53 172.16.0.0/16	 nmap -sT 10.10.10.10	 nmap -p 1-65535 192.168.56.1	 nmap --top-ports 100 23.192.13.14	 nmap -sS 172.16.0.0/16",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -T4 -sn 192.168.56.1	 nmap -PE 45.67.23.12	 nmap --disable-arp-ping -sn 10.0.0.0/24	 nmap --min-rate 500 -sn 23.192.13.14	 nmap -PR 23.192.13.14	 nmap -sn 10.10.10.10",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -T4 -sn 45.67.23.12	 nmap -sn 10.10.10.10	 nmap -PR 45.67.23.12	 nmap --min-rate 500 -sn 23.192.13.14	 nmap -PE 45.67.23.12	 nmap --disable-arp-ping -sn 45.67.23.12",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -sS 10.0.0.0/24	 nmap -p 1-65535 10.0.0.0/24	 nmap -sT 10.10.10.10	 nmap -sU -p 53 192.168.56.1	 nmap --top-ports 100 192.168.56.1",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -sT 172.16.0.0/16	 nmap -p 1-65535 10.10.10.10	 nmap --top-ports 100 172.16.0.0/16	 nmap -sU -p 53 192.168.1.0/24	 nmap -sS 10.0.0.0/24",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -T4 -sn 192.168.1.0/24	 nmap --min-rate 500 -sn 10.0.0.0/24	 nmap --disable-arp-ping -sn 10.0.0.0/24	 nmap -sn 10.10.10.10	 nmap -PR 10.0.0.0/24	 nmap -PE 192.168.56.1",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -sS 23.192.13.14	 nmap -sT 192.168.1.0/24	 nmap -p 1-65535 10.10.10.10	 nmap -sU -p 53 192.168.56.1	 nmap --top-ports 100 23.192.13.14",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -sn 45.67.23.12	 nmap -T4 -sn 192.168.1.0/24	 nmap --min-rate 500 -sn 23.192.13.14	 nmap -PE 45.67.23.12	 nmap -PR 172.16.0.0/16	 nmap --disable-arp-ping -sn 23.192.13.14",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -PE 192.168.56.1	 nmap -sn 172.16.0.0/16	 nmap -PR 192.168.56.1	 nmap --min-rate 500 -sn 172.16.0.0/16	 nmap --disable-arp-ping -sn 172.16.0.0/16	 nmap -T4 -sn 192.168.1.0/24",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -PE 10.0.0.0/24	 nmap -PR 45.67.23.12	 nmap -sn 45.67.23.12	 nmap --min-rate 500 -sn 45.67.23.12	 nmap --disable-arp-ping -sn 23.192.13.14	 nmap -T4 -sn 10.10.10.10",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -PE 192.168.56.1	 nmap --min-rate 500 -sn 192.168.1.0/24	 nmap --disable-arp-ping -sn 10.0.0.0/24	 nmap -T4 -sn 23.192.13.14	 nmap -PR 45.67.23.12	 nmap -sn 192.168.56.1",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -sS 10.10.10.10	 nmap -sU -p 53 45.67.23.12	 nmap -sT 172.16.0.0/16	 nmap --top-ports 100 23.192.13.14	 nmap -p 1-65535 192.168.56.1",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -sn 10.0.0.0/24	 nmap -T4 -sn 192.168.1.0/24	 nmap --disable-arp-ping -sn 192.168.1.0/24	 nmap -PE 10.0.0.0/24	 nmap -PR 192.168.56.1	 nmap --min-rate 500 -sn 172.16.0.0/16",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -PR 172.16.0.0/16	 nmap -T4 -sn 23.192.13.14	 nmap --min-rate 500 -sn 192.168.56.1	 nmap -PE 192.168.1.0/24	 nmap --disable-arp-ping -sn 23.192.13.14	 nmap -sn 23.192.13.14",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -sT 192.168.56.1	 nmap -sU -p 53 192.168.56.1	 nmap -p 1-65535 10.10.10.10	 nmap --top-ports 100 45.67.23.12	 nmap -sS 172.16.0.0/16",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -sS 45.67.23.12	 nmap -sU -p 53 192.168.1.0/24	 nmap -sT 172.16.0.0/16	 nmap -p 1-65535 192.168.1.0/24	 nmap --top-ports 100 192.168.1.0/24",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -p 1-65535 45.67.23.12	 nmap --top-ports 100 10.0.0.0/24	 nmap -sS 45.67.23.12	 nmap -sU -p 53 172.16.0.0/16	 nmap -sT 172.16.0.0/16",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap --top-ports 100 23.192.13.14	 nmap -sS 10.10.10.10	 nmap -sU -p 53 192.168.1.0/24	 nmap -p 1-65535 192.168.1.0/24	 nmap -sT 192.168.1.0/24",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -sn 192.168.1.0/24	 nmap --disable-arp-ping -sn 172.16.0.0/16	 nmap --min-rate 500 -sn 45.67.23.12	 nmap -PE 192.168.1.0/24	 nmap -T4 -sn 192.168.56.1	 nmap -PR 192.168.56.1",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -sS 10.10.10.10	 nmap --top-ports 100 192.168.1.0/24	 nmap -sT 192.168.56.1	 nmap -sU -p 53 192.168.1.0/24	 nmap -p 1-65535 10.10.10.10",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap --disable-arp-ping -sn 172.16.0.0/16	 nmap --min-rate 500 -sn 10.0.0.0/24	 nmap -PR 10.0.0.0/24	 nmap -PE 192.168.56.1	 nmap -sn 10.0.0.0/24	 nmap -T4 -sn 172.16.0.0/16",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -sS 23.192.13.14	 nmap -sT 172.16.0.0/16	 nmap --top-ports 100 192.168.56.1	 nmap -p 1-65535 192.168.56.1	 nmap -sU -p 53 172.16.0.0/16",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -PR 192.168.1.0/24	 nmap --disable-arp-ping -sn 23.192.13.14	 nmap -PE 192.168.56.1	 nmap -sn 172.16.0.0/16	 nmap --min-rate 500 -sn 192.168.1.0/24	 nmap -T4 -sn 10.10.10.10",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -PE 192.168.1.0/24	 nmap -PR 172.16.0.0/16	 nmap -sn 23.192.13.14	 nmap -T4 -sn 192.168.56.1	 nmap --disable-arp-ping -sn 192.168.56.1	 nmap --min-rate 500 -sn 45.67.23.12",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -sn 172.16.0.0/16	 nmap -T4 -sn 10.0.0.0/24	 nmap -PR 23.192.13.14	 nmap -PE 10.0.0.0/24	 nmap --min-rate 500 -sn 192.168.56.1	 nmap --disable-arp-ping -sn 172.16.0.0/16",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -sT 172.16.0.0/16	 nmap -sU -p 53 45.67.23.12	 nmap -sS 23.192.13.14	 nmap --top-ports 100 45.67.23.12	 nmap -p 1-65535 10.10.10.10",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -sT 10.10.10.10	 nmap --top-ports 100 192.168.1.0/24	 nmap -sU -p 53 10.10.10.10	 nmap -p 1-65535 10.10.10.10	 nmap -sS 192.168.1.0/24",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -p 1-65535 23.192.13.14	 nmap --top-ports 100 192.168.56.1	 nmap -sU -p 53 10.0.0.0/24	 nmap -sT 192.168.1.0/24	 nmap -sS 192.168.56.1",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -sT 45.67.23.12	 nmap -p 1-65535 10.0.0.0/24	 nmap --top-ports 100 192.168.56.1	 nmap -sS 10.10.10.10	 nmap -sU -p 53 172.16.0.0/16",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap --disable-arp-ping -sn 192.168.56.1	 nmap -sn 45.67.23.12	 nmap -PE 172.16.0.0/16	 nmap -PR 192.168.56.1	 nmap --min-rate 500 -sn 192.168.56.1	 nmap -T4 -sn 23.192.13.14",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap --min-rate 500 -sn 23.192.13.14	 nmap -PR 192.168.56.1	 nmap -sn 23.192.13.14	 nmap -PE 172.16.0.0/16	 nmap -T4 -sn 23.192.13.14	 nmap --disable-arp-ping -sn 192.168.56.1",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -sn 192.168.56.1	 nmap -PE 10.10.10.10	 nmap --min-rate 500 -sn 23.192.13.14	 nmap --disable-arp-ping -sn 10.10.10.10	 nmap -PR 192.168.56.1	 nmap -T4 -sn 45.67.23.12",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -T4 -sn 10.0.0.0/24	 nmap -PE 192.168.1.0/24	 nmap --min-rate 500 -sn 45.67.23.12	 nmap --disable-arp-ping -sn 10.10.10.10	 nmap -PR 172.16.0.0/16	 nmap -sn 172.16.0.0/16",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -sS 192.168.1.0/24	 nmap --top-ports 100 45.67.23.12	 nmap -sT 45.67.23.12	 nmap -p 1-65535 45.67.23.12	 nmap -sU -p 53 192.168.1.0/24",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap --disable-arp-ping -sn 10.0.0.0/24	 nmap --min-rate 500 -sn 172.16.0.0/16	 nmap -sn 172.16.0.0/16	 nmap -PR 23.192.13.14	 nmap -T4 -sn 10.10.10.10	 nmap -PE 10.10.10.10",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -PR 172.16.0.0/16	 nmap -sn 192.168.1.0/24	 nmap -T4 -sn 23.192.13.14	 nmap -PE 10.10.10.10	 nmap --disable-arp-ping -sn 10.10.10.10	 nmap --min-rate 500 -sn 10.0.0.0/24",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -sn 172.16.0.0/16	 nmap --min-rate 500 -sn 10.10.10.10	 nmap -PE 45.67.23.12	 nmap -T4 -sn 172.16.0.0/16	 nmap --disable-arp-ping -sn 172.16.0.0/16	 nmap -PR 10.10.10.10",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -sU -p 53 192.168.1.0/24	 nmap -sS 23.192.13.14	 nmap --top-ports 100 192.168.1.0/24	 nmap -sT 10.10.10.10	 nmap -p 1-65535 192.168.56.1",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -PR 10.0.0.0/24	 nmap -sn 10.0.0.0/24	 nmap -T4 -sn 172.16.0.0/16	 nmap --disable-arp-ping -sn 10.10.10.10	 nmap --min-rate 500 -sn 10.0.0.0/24	 nmap -PE 10.10.10.10",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -sT 172.16.0.0/16	 nmap -sU -p 53 45.67.23.12	 nmap --top-ports 100 23.192.13.14	 nmap -p 1-65535 45.67.23.12	 nmap -sS 10.10.10.10",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap --disable-arp-ping -sn 192.168.1.0/24	 nmap -PE 10.10.10.10	 nmap --min-rate 500 -sn 192.168.56.1	 nmap -sn 10.0.0.0/24	 nmap -T4 -sn 172.16.0.0/16	 nmap -PR 23.192.13.14",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -sS 192.168.56.1	 nmap --top-ports 100 10.0.0.0/24	 nmap -sT 23.192.13.14	 nmap -sU -p 53 192.168.56.1	 nmap -p 1-65535 10.10.10.10",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap --min-rate 500 -sn 23.192.13.14	 nmap --disable-arp-ping -sn 45.67.23.12	 nmap -PR 192.168.1.0/24	 nmap -PE 192.168.56.1	 nmap -T4 -sn 192.168.1.0/24	 nmap -sn 45.67.23.12",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -sT 192.168.1.0/24	 nmap -sS 10.0.0.0/24	 nmap -sU -p 53 192.168.1.0/24	 nmap -p 1-65535 23.192.13.14	 nmap --top-ports 100 10.0.0.0/24",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap --disable-arp-ping -sn 10.10.10.10	 nmap -PE 10.10.10.10	 nmap -T4 -sn 192.168.1.0/24	 nmap --min-rate 500 -sn 23.192.13.14	 nmap -PR 192.168.1.0/24	 nmap -sn 192.168.56.1",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -PR 23.192.13.14	 nmap -sn 23.192.13.14	 nmap -T4 -sn 10.0.0.0/24	 nmap -PE 23.192.13.14	 nmap --min-rate 500 -sn 10.10.10.10	 nmap --disable-arp-ping -sn 10.0.0.0/24",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -sU -p 53 192.168.56.1	 nmap --top-ports 100 172.16.0.0/16	 nmap -sS 10.10.10.10	 nmap -sT 10.0.0.0/24	 nmap -p 1-65535 172.16.0.0/16",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap --disable-arp-ping -sn 192.168.1.0/24	 nmap --min-rate 500 -sn 10.10.10.10	 nmap -T4 -sn 172.16.0.0/16	 nmap -PE 192.168.1.0/24	 nmap -PR 10.0.0.0/24	 nmap -sn 10.10.10.10",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -sS 192.168.56.1	 nmap -sU -p 53 10.10.10.10	 nmap -p 1-65535 10.10.10.10	 nmap --top-ports 100 192.168.56.1	 nmap -sT 10.10.10.10",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -sS 45.67.23.12	 nmap -sU -p 53 10.0.0.0/24	 nmap -p 1-65535 10.0.0.0/24	 nmap --top-ports 100 10.0.0.0/24	 nmap -sT 192.168.56.1",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -sU -p 53 45.67.23.12	 nmap -sT 192.168.56.1	 nmap --top-ports 100 10.10.10.10	 nmap -p 1-65535 10.10.10.10	 nmap -sS 10.0.0.0/24",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -sT 192.168.56.1	 nmap -sS 192.168.1.0/24	 nmap --top-ports 100 10.10.10.10	 nmap -p 1-65535 192.168.1.0/24	 nmap -sU -p 53 192.168.1.0/24",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -PE 192.168.1.0/24	 nmap --disable-arp-ping -sn 192.168.56.1	 nmap -T4 -sn 172.16.0.0/16	 nmap --min-rate 500 -sn 10.10.10.10	 nmap -PR 192.168.56.1	 nmap -sn 172.16.0.0/16",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -sT 192.168.56.1	 nmap -sU -p 53 10.10.10.10	 nmap -p 1-65535 192.168.56.1	 nmap --top-ports 100 172.16.0.0/16	 nmap -sS 10.10.10.10",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap --top-ports 100 192.168.56.1	 nmap -p 1-65535 10.0.0.0/24	 nmap -sU -p 53 10.0.0.0/24	 nmap -sT 10.0.0.0/24	 nmap -sS 45.67.23.12",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap --min-rate 500 -sn 192.168.56.1	 nmap -PR 172.16.0.0/16	 nmap -sn 172.16.0.0/16	 nmap -T4 -sn 10.10.10.10	 nmap --disable-arp-ping -sn 10.0.0.0/24	 nmap -PE 23.192.13.14",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -sn 23.192.13.14	 nmap --min-rate 500 -sn 10.10.10.10	 nmap --disable-arp-ping -sn 23.192.13.14	 nmap -PE 192.168.1.0/24	 nmap -T4 -sn 192.168.1.0/24	 nmap -PR 23.192.13.14",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -p 1-65535 45.67.23.12	 nmap --top-ports 100 172.16.0.0/16	 nmap -sU -p 53 10.0.0.0/24	 nmap -sT 172.16.0.0/16	 nmap -sS 10.10.10.10",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap -PE 10.0.0.0/24	 nmap -PR 23.192.13.14	 nmap -sn 192.168.56.1	 nmap -T4 -sn 192.168.56.1	 nmap --min-rate 500 -sn 192.168.1.0/24	 nmap --disable-arp-ping -sn 192.168.56.1",nmap,Discovery,Identify live hosts on a network,Network Service Discovery
"nmap -sT 10.10.10.10	 nmap -p 1-65535 10.10.10.10	 nmap -sS 45.67.23.12	 nmap --top-ports 100 10.10.10.10	 nmap -sU -p 53 45.67.23.12",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap --top-ports 100 10.0.0.0/24	 nmap -sT 192.168.1.0/24	 nmap -sU -p 53 45.67.23.12	 nmap -p 1-65535 172.16.0.0/16	 nmap -sS 10.0.0.0/24",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
"nmap --top-ports 100 10.10.10.10	 nmap -sT 10.10.10.10	 nmap -sS 10.10.10.10	 nmap -p 1-65535 172.16.0.0/16	 nmap -sU -p 53 23.192.13.14",nmap,Discovery,Identify open TCP and UDP ports,Port Scanning
